True arousal,Predicted arousal,True valence,Predicted valence
Session 0
0.3315,0.5573199987411499,0.5005,0.5034738183021545
0.3315,0.47655409574508667,0.5015,0.4837067723274231
0.3315,0.5716612935066223,0.5015,0.5213245153427124
0.3315,0.5534909963607788,0.5015,0.5084086060523987
0.3315,0.5548025965690613,0.5015,0.5369317531585693
0.3315,0.5718463063240051,0.5015,0.4995507299900055
0.3315,0.5820881128311157,0.5015,0.5065701007843018
0.33075,0.5714327692985535,0.5015,0.5193512439727783
0.32999999999999996,0.513017475605011,0.5015,0.46820178627967834
0.32999999999999996,0.5710607767105103,0.5015,0.4166395962238312
0.32999999999999996,0.47712790966033936,0.5015,0.4562922716140747
0.32999999999999996,0.5310113430023193,0.5015,0.4998146593570709
0.32999999999999996,0.4853733777999878,0.5015,0.4901134669780731
0.32999999999999996,0.49119699001312256,0.5015,0.4918158948421478
0.32999999999999996,0.5126969814300537,0.5015,0.505028486251831
0.32999999999999996,0.5427707433700562,0.5015,0.5386727452278137
0.32999999999999996,0.5080356597900391,0.5015,0.4637196362018585
0.32999999999999996,0.45850664377212524,0.5015,0.4654240906238556
0.32999999999999996,0.5109720230102539,0.5015,0.5138885974884033
0.32999999999999996,0.51228266954422,0.5015,0.5132331848144531
0.32975,0.5614149570465088,0.5015,0.5523126125335693
0.3285,0.49886706471443176,0.5015,0.489996999502182
0.3285,0.6024903059005737,0.5015,0.4747282862663269
0.3285,0.5505284667015076,0.5025,0.4393954277038574
0.326,0.5261303186416626,0.5025,0.40296462178230286
0.3245,0.5913559198379517,0.504,0.4281635582447052
0.3235,0.5458251237869263,0.504,0.4182773232460022
0.3235,0.6062248349189758,0.50625,0.4592747390270233
0.3235,0.5495032072067261,0.51075,0.5025411248207092
0.3235,0.4331492483615875,0.513,0.40095415711402893
0.3235,0.4629549980163574,0.5115,0.49454185366630554
0.3235,0.4534958004951477,0.50725,0.49542689323425293
0.3235,0.41872096061706543,0.5065,0.4315611720085144
0.3235,0.5646904706954956,0.5065,0.5110269784927368
0.3235,0.5438224077224731,0.5065,0.49558886885643005
0.3235,0.5176601409912109,0.5065,0.5182129144668579
0.3255,0.5374733209609985,0.5065,0.4438367784023285
0.3265,0.5602463483810425,0.5065,0.3741227090358734
0.3275,0.4181429147720337,0.5065,0.40245214104652405
0.3275,0.4034436345100403,0.50675,0.4411693513393402
0.3275,0.43576356768608093,0.5075,0.4662611782550812
0.3275,0.43181973695755005,0.5075,0.47545698285102844
0.3275,0.4223838448524475,0.5075,0.4721526503562927
0.3275,0.3910887837409973,0.5075,0.46085503697395325
0.3275,0.44526511430740356,0.5075,0.4361204504966736
0.3275,0.6908960342407227,0.50525,0.5158728957176208
0.3275,0.5947709679603577,0.50325,0.4917430579662323
0.3275,0.4657104015350342,0.50025,0.4084252417087555
0.3275,0.5228525400161743,0.49875,0.4830268919467926
0.3275,0.44439589977264404,0.4985,0.45221850275993347
0.3275,0.6081167459487915,0.498,0.47898221015930176
0.3275,0.5426390171051025,0.4975,0.39463359117507935
0.32825,0.32750630378723145,0.4975,0.37107357382774353
0.33925,0.4798409938812256,0.4975,0.4666004776954651
0.35025,0.5042484402656555,0.4975,0.502544641494751
0.35425,0.5452160239219666,0.4975,0.4851631820201874
0.35775,0.45391154289245605,0.4975,0.4129006862640381
0.36124999999999996,0.5452542304992676,0.4975,0.4739384353160858
0.366,0.4322226941585541,0.4975,0.4472740590572357
0.3715,0.41959458589553833,0.4975,0.4757455289363861
0.37725,0.4030490815639496,0.4975,0.49803146719932556
0.38175000000000003,0.4321167767047882,0.4975,0.5204607248306274
0.3855,0.394307017326355,0.4975,0.49054446816444397
0.386,0.36112654209136963,0.4975,0.48546090722084045
0.392,0.36211898922920227,0.4975,0.461786687374115
0.39575,0.6002975702285767,0.4975,0.506597101688385
0.40175,0.6338920593261719,0.4975,0.483075350522995
0.40625,0.6366546750068665,0.4975,0.5075508952140808
0.40800000000000003,0.5369288325309753,0.4975,0.4235536456108093
0.40925,0.584542453289032,0.4975,0.44156530499458313
0.41125,0.6171654462814331,0.4975,0.4564043879508972
0.4145,0.6725709438323975,0.4975,0.5293567180633545
0.41975,0.6739735007286072,0.4975,0.5131390690803528
0.42425,0.5876487493515015,0.4975,0.5228782892227173
0.4255,0.530185341835022,0.4975,0.4852248728275299
0.42825,0.5543763041496277,0.4975,0.4888363182544708
0.43325,0.6237901449203491,0.4975,0.517951250076294
0.43975,0.5020660758018494,0.4975,0.4789558947086334
0.4435,0.5913491249084473,0.4975,0.5433462858200073
0.44875,0.5590952634811401,0.4975,0.5012117624282837
0.45175,0.4536728858947754,0.4975,0.41960105299949646
0.455,0.41172605752944946,0.4975,0.4573456943035126
0.4575,0.4205770492553711,0.4975,0.45282620191574097
0.45875,0.427253395318985,0.4975,0.43876317143440247
0.461,0.44766053557395935,0.4975,0.4023030996322632
0.4615,0.3456943929195404,0.4975,0.42587608098983765
0.46399999999999997,0.4779326915740967,0.4975,0.4546838104724884
0.46725,0.48910582065582275,0.4975,0.4200553297996521
0.47,0.5715256929397583,0.4975,0.5521178245544434
0.4725,0.5347962379455566,0.4975,0.49130120873451233
0.4755,0.5035944581031799,0.4975,0.47425875067710876
0.47925,0.5923699140548706,0.4975,0.5102315545082092
0.48225,0.3657679259777069,0.4975,0.46371421217918396
0.4865,0.48204004764556885,0.4975,0.4826364815235138
0.49025,0.47727170586586,0.4975,0.4916359782218933
0.49225,0.5580215454101562,0.4975,0.5214686393737793
0.4925,0.3394594192504883,0.4975,0.4197694659233093
0.4925,0.4120705723762512,0.4975,0.4629136025905609
0.4925,0.4682300090789795,0.4975,0.48921993374824524
0.4925,0.5249853730201721,0.4975,0.493897944688797
0.4925,0.5688098669052124,0.4975,0.5193299055099487
0.4925,0.5409952998161316,0.4975,0.44300684332847595
0.4925,0.3557322323322296,0.4975,0.46612057089805603
0.4925,0.4389423727989197,0.4975,0.4925191104412079
0.4925,0.48765653371810913,0.4975,0.4751937687397003
0.4925,0.4231640696525574,0.4975,0.4664709270000458
0.4925,0.5147289037704468,0.4975,0.5229893922805786
0.4925,0.3945026397705078,0.4975,0.5028203725814819
0.4925,0.4547656774520874,0.4975,0.527326226234436
0.4925,0.5178481936454773,0.4975,0.46820828318595886
0.4925,0.5185706615447998,0.4975,0.5153229236602783
0.4925,0.5716612935066223,0.4975,0.44198372960090637
0.4925,0.6230577230453491,0.4975,0.48345300555229187
0.4925,0.5624830722808838,0.4975,0.42224830389022827
0.493,0.5734944343566895,0.4975,0.4402986466884613
0.4945,0.6092847585678101,0.4975,0.5141944885253906
0.49575,0.5858590602874756,0.49825,0.5033383965492249
0.496,0.5522387027740479,0.49975,0.4384213387966156
0.496,0.55256587266922,0.5,0.4885767102241516
0.496,0.48831215500831604,0.5,0.4427976906299591
0.496,0.4404940903186798,0.5,0.4725365936756134
0.496,0.4953654408454895,0.5,0.4610225260257721
0.496,0.5501713752746582,0.50025,0.458886057138443
0.496,0.5079690217971802,0.5015,0.48573538661003113
0.496,0.5626841187477112,0.50275,0.45374226570129395
0.496,0.3870267868041992,0.504,0.4302186071872711
0.496,0.39058059453964233,0.504,0.4187186360359192
0.496,0.43305617570877075,0.504,0.44737672805786133
0.496,0.48990023136138916,0.504,0.448421835899353
0.496,0.5773994326591492,0.504,0.49209097027778625
0.496,0.5679976940155029,0.504,0.49302980303764343
0.496,0.52137291431427,0.50425,0.5436731576919556
0.496,0.5218133926391602,0.505,0.5184445977210999
0.496,0.5832985043525696,0.505,0.4956056475639343
0.496,0.5077760219573975,0.505,0.44822776317596436
0.496,0.35361629724502563,0.50575,0.4775224030017853
0.496,0.3153584599494934,0.5065,0.46110212802886963
0.496,0.3532753586769104,0.5065,0.4898402988910675
0.496,0.3055093288421631,0.5065,0.4400983154773712
0.496,0.3413029611110687,0.5065,0.4300462007522583
0.496,0.3286425471305847,0.5065,0.4358643889427185
0.496,0.4024796783924103,0.5065,0.4417746365070343
0.496,0.5158836841583252,0.5065,0.5241023302078247
0.496,0.4294690489768982,0.5065,0.46267011761665344
0.496,0.5552593469619751,0.5065,0.4734345078468323
0.496,0.5361291170120239,0.5065,0.4851765036582947
0.496,0.5311132669448853,0.5065,0.482523113489151
0.496,0.5171644687652588,0.5065,0.500868558883667
0.496,0.5235137939453125,0.5065,0.5044628381729126
0.49675,0.47971010208129883,0.5065,0.4682202935218811
0.4975,0.4866892695426941,0.5085,0.43252936005592346
0.4975,0.5738399028778076,0.51,0.4150524139404297
0.4975,0.5708281993865967,0.51,0.39998432993888855
0.4975,0.6493340730667114,0.51,0.48541417717933655
0.4975,0.5923638343811035,0.51,0.44123971462249756
0.4975,0.4433772563934326,0.51,0.41072192788124084
0.4975,0.5189530253410339,0.51075,0.4783799648284912
0.4975,0.4613531827926636,0.51175,0.49788063764572144
0.4975,0.4526733160018921,0.51575,0.4910793602466583
0.4975,0.6561896800994873,0.51875,0.5366835594177246
0.4975,0.6000173687934875,0.519,0.49391141533851624
0.4975,0.5899422764778137,0.519,0.41073575615882874
0.4975,0.40040117502212524,0.51975,0.4943971037864685
0.4975,0.43232497572898865,0.521,0.5146242380142212
0.4975,0.41671860218048096,0.52275,0.5118473768234253
0.4975,0.41899317502975464,0.5255,0.50336754322052
0.4975,0.4121297299861908,0.52825,0.4742099344730377
0.4975,0.614262580871582,0.531,0.5262315273284912
0.4975,0.6165379285812378,0.532,0.4718915820121765
0.4975,0.42319852113723755,0.53575,0.38709571957588196
0.4975,0.428164541721344,0.53825,0.4532018005847931
0.4975,0.4713340997695923,0.5435,0.4457657039165497
0.4975,0.4812315106391907,0.54825,0.4813782870769501
0.4975,0.5293200612068176,0.552,0.5041719675064087
0.4975,0.4917738437652588,0.5555,0.47500643134117126
0.4975,0.4932595193386078,0.5575,0.5032125115394592
0.4975,0.5738320350646973,0.5589999999999999,0.5014366507530212
0.4975,0.5764995813369751,0.5589999999999999,0.5106012225151062
0.4975,0.4765591025352478,0.5589999999999999,0.4453612267971039
0.4975,0.45342519879341125,0.56,0.468040406703949
0.4975,0.4847509562969208,0.5605,0.5147569179534912
0.4975,0.512321949005127,0.563,0.5271486043930054
0.4975,0.4596737027168274,0.5645,0.4880238473415375
0.4975,0.43086010217666626,0.565,0.43875637650489807
0.4975,0.5108842849731445,0.565,0.491046667098999
0.4975,0.4931749105453491,0.565,0.4828189015388489
0.4975,0.45031940937042236,0.56575,0.485982745885849
0.4975,0.5006793141365051,0.56825,0.4855118691921234
0.4975,0.5049501061439514,0.571,0.49623164534568787
0.4975,0.49648040533065796,0.57175,0.5450643301010132
0.4975,0.4661005139350891,0.57375,0.5151239037513733
0.4975,0.4638798236846924,0.574,0.49466219544410706
0.49775,0.46499505639076233,0.5755,0.5088350176811218
0.49875,0.44142764806747437,0.57425,0.4557737410068512
0.50075,0.4676951766014099,0.574,0.5240700840950012
0.5015,0.45238691568374634,0.5735,0.5224547982215881
0.5015,0.4379410743713379,0.57075,0.5058228373527527
0.50275,0.41908544301986694,0.5680000000000001,0.4908842146396637
0.507,0.38073867559432983,0.56675,0.4794173836708069
0.51125,0.4124045968055725,0.56475,0.5066865682601929
0.5165,0.48168453574180603,0.5625,0.5170104503631592
0.52125,0.4628850221633911,0.56,0.49938079714775085
0.52525,0.4761520028114319,0.55775,0.4921872615814209
0.52825,0.5152170062065125,0.5575,0.4453180134296417
0.538,0.41589275002479553,0.5575,0.4166240990161896
0.55475,0.31097525358200073,0.5575,0.41434910893440247
0.57575,0.3903873562812805,0.5575,0.4750071167945862
0.6032500000000001,0.40241265296936035,0.5575,0.4824906289577484
0.624,0.4280173182487488,0.5575,0.4936327636241913
0.63125,0.44769513607025146,0.5575,0.4898862838745117
0.6315,0.47885656356811523,0.5585,0.5067738890647888
0.6315,0.4374251961708069,0.5589999999999999,0.4575519859790802
0.6315,0.43465304374694824,0.55975,0.4663982093334198
0.633,0.6079221963882446,0.56,0.5303446054458618
0.633,0.5553094744682312,0.5609999999999999,0.42729923129081726
0.633,0.561928391456604,0.5615,0.4144112765789032
0.634,0.5467035174369812,0.5615,0.4342644512653351
0.63625,0.6072796583175659,0.5615,0.4359394609928131
0.637,0.604059100151062,0.5615,0.4976952075958252
0.637,0.5724884271621704,0.5615,0.49989864230155945
0.63725,0.5765555500984192,0.5615,0.47935888171195984
0.638,0.6235526204109192,0.5615,0.45884478092193604
0.64025,0.5447834730148315,0.5615,0.4166909158229828
0.6427499999999999,0.584828794002533,0.5615,0.4797716438770294
0.64375,0.5988267660140991,0.5615,0.46568435430526733
0.6445,0.649753212928772,0.5615,0.5262036323547363
0.6445,0.6035728454589844,0.5615,0.49127253890037537
0.6455,0.5980640053749084,0.5615,0.4655704200267792
0.64625,0.565574586391449,0.5615,0.4275166094303131
0.647,0.5959995985031128,0.5615,0.45134207606315613
0.647,0.6089892983436584,0.5615,0.47995492815971375
0.647,0.6280393600463867,0.5615,0.47004351019859314
0.64725,0.5699727535247803,0.5615,0.49743470549583435
0.6485,0.5819043517112732,0.5615,0.4665519893169403
0.6485,0.5260995030403137,0.5615,0.4252278506755829
0.6485,0.4294842779636383,0.5615,0.4429149031639099
0.6485,0.35832351446151733,0.5615,0.4573816955089569
0.6485,0.4063776433467865,0.5615,0.45810988545417786
0.6485,0.30750250816345215,0.5615,0.42655619978904724
0.6485,0.3505265712738037,0.5615,0.4709155261516571
0.6485,0.32926273345947266,0.5615,0.4701770842075348
0.6495,0.3253386914730072,0.5615,0.42721644043922424
0.64975,0.41328978538513184,0.5615,0.5009413957595825
0.651,0.439963161945343,0.5615,0.47495296597480774
0.651,0.36761534214019775,0.5615,0.46413376927375793
0.651,0.39042988419532776,0.5615,0.44637343287467957
0.651,0.34389346837997437,0.5615,0.4345795214176178
0.651,0.40585190057754517,0.5615,0.40849751234054565
0.651,0.374073326587677,0.5615,0.4266875684261322
0.651,0.3695957660675049,0.5615,0.4598148465156555
0.64975,0.5117064714431763,0.5615,0.4935398995876312
0.6495,0.4331912696361542,0.5615,0.47511255741119385
0.6495,0.37129127979278564,0.5615,0.5171229839324951
