True arousal,Predicted arousal,True valence,Predicted valence
File: female1_angry_10a_1
0.875,0.5512969493865967,0.25,0.33280476927757263
0.925,0.6783657073974609,0.245,0.41674545407295227
0.85,0.5911557674407959,0.21500000000000002,0.40862634778022766
0.9299999999999999,0.6358599662780762,0.21500000000000002,0.6303778886795044
0.85,0.44977498054504395,0.21500000000000002,0.32917091250419617
0.865,0.604605495929718,0.245,0.5374696254730225
0.88,0.5160751342773438,0.24,0.41922470927238464
0.88,0.5350998044013977,0.22999999999999998,0.3297853469848633
0.9,0.5615060329437256,0.21999999999999997,0.45400992035865784
0.9,0.4622582793235779,0.21000000000000002,0.34826597571372986
0.9099999999999999,0.5317578315734863,0.185,0.5432931184768677
0.9099999999999999,0.44058525562286377,0.185,0.4883674681186676
File: female1_angry_11a_1
0.9,0.6433868408203125,0.235,0.3782612681388855
0.9,0.5626826882362366,0.235,0.37785986065864563
0.915,0.6603749990463257,0.2,0.24274851381778717
0.935,0.584518313407898,0.2,0.37805089354515076
0.925,0.6938494443893433,0.21000000000000002,0.29286786913871765
0.905,0.7125992774963379,0.235,0.5753777623176575
0.905,0.4913707375526428,0.235,0.40831059217453003
0.9,0.682965874671936,0.22999999999999998,0.6190799474716187
0.9,0.5175827145576477,0.22999999999999998,0.42645063996315
File: female1_angry_12a_1
0.875,0.5154879093170166,0.25,0.6646279692649841
0.875,0.6775490045547485,0.25,0.42118802666664124
0.905,0.5036563873291016,0.24,0.43309900164604187
0.9099999999999999,0.74740070104599,0.24,0.43144580721855164
0.885,0.6044284105300903,0.25,0.45731407403945923
0.915,0.48904964327812195,0.22499999999999998,0.42354854941368103
0.915,0.8369568586349487,0.22499999999999998,0.37230154871940613
0.935,0.5930353403091431,0.21000000000000002,0.4094439148902893
0.94,0.3838750422000885,0.2,0.38020604848861694
0.94,0.42489954829216003,0.21000000000000002,0.3225422501564026
File: female1_angry_13a_1
0.88,0.6463047862052917,0.245,0.892886221408844
0.88,0.4621098041534424,0.245,0.38347479701042175
0.875,0.516269326210022,0.24,0.47894683480262756
0.89,0.5614287853240967,0.24,0.2995809018611908
0.875,0.5821254253387451,0.25,0.4589620530605316
0.9,0.45039603114128113,0.22999999999999998,0.29618754982948303
0.9,0.5571061372756958,0.22999999999999998,0.424653559923172
0.895,0.3887230157852173,0.22999999999999998,0.29110634326934814
File: female1_angry_14a_1
0.88,0.6166541576385498,0.24,0.3747057020664215
0.9199999999999999,0.6262789964675903,0.21500000000000002,0.3685106337070465
0.9299999999999999,0.6990829706192017,0.2,0.38484442234039307
0.9199999999999999,0.6318162679672241,0.21000000000000002,0.5066521763801575
0.9,0.5351712703704834,0.21000000000000002,0.38311195373535156
0.9,0.4055345952510834,0.21500000000000002,0.41187599301338196
0.9,0.43469154834747314,0.21500000000000002,0.22122390568256378
0.9099999999999999,0.4609558582305908,0.21500000000000002,0.49208107590675354
0.9,0.4372386336326599,0.21999999999999997,0.3174166977405548
File: female1_angry_15a_1
0.885,0.5287893414497375,0.21500000000000002,0.2701356112957001
0.9,0.5972747802734375,0.21999999999999997,0.4770487844944
0.915,0.6037696599960327,0.21000000000000002,0.3492536246776581
0.935,0.6308274269104004,0.2,0.2655910551548004
0.935,0.6118519306182861,0.2,0.4814216196537018
0.885,0.5747043490409851,0.195,0.5170944929122925
0.885,0.450152188539505,0.195,0.4178464114665985
0.9,0.592108964920044,0.20500000000000002,0.4965185225009918
0.9199999999999999,0.614815354347229,0.2,0.3857788145542145
0.925,0.6142388582229614,0.21000000000000002,0.49604350328445435
File: female1_angry_1a_1
0.9299999999999999,0.6510760188102722,0.2,0.34659895300865173
0.9199999999999999,0.5691726207733154,0.2,0.4923151135444641
0.9199999999999999,0.7013869285583496,0.19,0.39884206652641296
0.925,0.4445233643054962,0.19,0.4716755449771881
0.9,0.6650112867355347,0.21000000000000002,0.45966729521751404
0.905,0.676634669303894,0.21000000000000002,0.7611479759216309
0.925,0.6064103245735168,0.2,0.5361697673797607
0.925,0.5287336111068726,0.2,0.4615285396575928
File: female1_angry_2a_1
0.885,0.6101865768432617,0.20500000000000002,0.8358352184295654
0.895,0.6767605543136597,0.20500000000000002,0.4770801067352295
0.9099999999999999,0.4857660233974457,0.2,0.607084333896637
0.9099999999999999,0.6600569486618042,0.2,0.46973851323127747
0.89,0.6598995327949524,0.21999999999999997,0.6065394878387451
0.89,0.5575729608535767,0.22499999999999998,0.5534933805465698
0.9199999999999999,0.552710771560669,0.19,0.5072274208068848
0.9299999999999999,0.607123851776123,0.19,0.5093541741371155
0.9199999999999999,0.5425163507461548,0.19,0.47842761874198914
File: female1_angry_3a_1
0.875,0.553813636302948,0.25,0.41525667905807495
0.9,0.3865794241428375,0.22499999999999998,0.2906119227409363
0.9,0.5586161017417908,0.22499999999999998,0.4456132650375366
